305,33.4,40.2,74,60.5,56.9,979.1
307,33.5,40.4,74.1,60.6,57,975.9
309,33.6,40.5,74.3,60.8,57.1,981.7
311,33.7,40.7,74.6,60.9,57.2,-15.6
312,33.9,40.9,75,61.1,57.3,-1.9
314,34,41.1,75.4,61.1,57.4,-7.2
316,34.2,41.2,75.7,61.2,57.6,-1
318,34.3,41.4,76,61.3,57.7,-5.9
320,34.5,41.5,76.3,61.3,57.8,-0.7
322,34.6,41.7,76.6,61.5,57.9,-0.9
324,34.8,41.9,76.9,61.5,58,-0.7
325,34.9,42.1,77.1,61.5,58.1,986.8
327,35.1,42.2,77.4,61.5,58.2,988.6
329,35.2,42.4,77.7,61.6,58.3,975.2
330,35.3,42.5,78,61.6,58.4,986.8
332,35.4,42.6,78.3,61.7,58.5,981.7
334,35.5,42.7,78.4,61.8,58.6,983.9
336,35.6,42.9,78.5,61.8,58.6,988.1
337,35.7,43,78.6,62,58.7,987.9
339,35.8,43.2,78.5,62.1,58.8,981.6
341,35.9,43.3,78.4,62.2,58.9,978.4
342,36,43.5,78.2,62.3,59,44.4
344,36.2,43.7,78.3,62.5,59.1,-12.8
346,36.3,43.8,78.5,62.6,59.1,-2.7
348,36.5,44,78.8,62.8,59.3,-6.1
350,36.6,44.2,79.1,62.9,59.3,-0.7
352,36.8,44.3,79.2,63,59.4,-0.7
354,36.9,44.5,79.4,63.1,59.4,-2.3
355,37,44.6,79.6,63.1,59.6,-1
357,37.2,44.8,79.7,63.1,59.7,964
359,37.4,45,79.7,63.1,59.8,980.4
361,37.5,45.1,79.7,63.2,59.9,956.8
362,37.6,45.2,79.7,63.1,60,990
364,37.8,45.4,79.9,63.2,60.1,981.8
366,37.9,45.5,80.1,63.3,60.1,979.3
368,38,45.6,80.2,63.5,60.2,985.6
369,38.1,45.8,80.3,63.6,60.3,974.3
371,38.2,45.9,80.5,63.5,60.4,962.1
373,38.4,46,80.4,63.5,60.5,987.8
374,38.5,46.1,80.4,63.6,60.6,989.6
376,38.6,46.3,80.6,63.7,60.7,-7.7
378,38.6,46.5,80.7,63.9,60.7,-1.3
380,38.8,46.6,80.7,64,60.8,-0.7
382,38.9,46.7,80.9,64.2,60.9,-1.7
384,39.1,46.9,81.1,64.2,60.9,-0.8
385,39.2,47,81.3,64.3,61,-9
387,39.4,47.2,81.2,64.4,61.1,0.2
389,39.5,47.3,81.3,64.4,61.2,0.3
391,39.6,47.5,81.3,64.5,61.3,942.9
393,39.8,47.6,81.4,64.5,61.3,989.6
394,39.9,47.7,81.5,64.5,61.4,981.3
396,40.1,47.8,81.6,64.6,61.5,989.7
398,40.2,48,81.7,64.6,61.6,973.5
399,40.2,48.1,81.9,64.7,61.6,989.4
401,40.3,48.2,82,64.8,61.7,980
403,40.5,48.3,82.1,64.9,61.8,979.4
405,40.6,48.5,82.3,65,61.9,988.3
406,40.7,48.6,82.6,65,61.9,978.8
408,40.8,48.7,82.8,65.1,62,-16.5
410,40.9,48.9,82.9,65.3,62.1,0.5
412,41.1,49,83.2,65.3,62.2,-1.2
414,41.2,49.1,83.3,65.5,62.3,-5.8
415,41.4,49.3,83.4,65.6,62.4,-1
417,41.5,49.4,83.6,65.7,62.5,-0.1
419,41.7,49.5,83.7,65.8,62.5,-6.8
421,41.8,49.6,83.5,65.9,62.6,0.7
423,41.9,49.8,83.4,66,62.6,-1
425,42,49.9,83.5,66,62.7,944
426,42.1,50,83.5,66,62.7,956.9
428,42.2,50.2,83.5,66.1,62.8,986.9
430,42.4,50.3,83.3,66.2,62.9,985.2
432,42.5,50.4,83.4,66.3,62.9,977.7
433,42.7,50.5,83.6,66.3,62.9,974.9
435,42.8,50.6,83.7,66.4,63.1,987.1
437,42.9,50.7,83.9,66.4,63.1,972.5
438,43,50.8,84.1,66.4,63.2,984.1
440,43.1,50.9,84,66.5,63.2,979.8
442,43.2,51,84.1,66.6,63.3,-6
444,43.4,51.2,84.2,66.8,63.3,-2.3
445,43.5,51.3,84.2,66.9,63.3,-0.1
447,43.6,51.4,84,67,63.4,-5.7
449,43.8,51.5,84,67.1,63.5,-1
451,43.9,51.7,84,67.2,63.6,0.1
453,44.1,51.8,84,67.2,63.6,-1.8
455,44.2,51.9,83.9,67.2,63.7,-0.6
457,44.3,52,83.8,67.2,63.8,-0.6
458,44.4,52.2,83.7,67.3,63.8,985.5
460,44.5,52.3,83.8,67.3,63.9,991.9
462,44.6,52.4,84,67.2,63.9,972.7
464,44.7,52.5,84.3,67.3,64,969.9
465,44.8,52.6,84.5,67.3,64,979.1
467,45,52.7,84.8,67.4,64,980.9
469,45.1,52.8,85,67.5,64.1,980.7
470,45.2,52.9,85.2,67.6,64.1,980.7
472,45.3,53,85.4,67.7,64.2,966.1
474,45.4,53.1,85.4,67.8,64.3,0.8
476,45.6,53.3,85.4,67.9,64.3,-5.1
478,45.7,53.4,85.4,68,64.3,-1
479,45.8,53.5,85.2,68,64.3,0.3
481,46,53.6,85.4,68.1,64.4,0.8
483,46.1,53.7,85.5,68.1,64.4,0.3
485,46.3,53.8,85.5,68.2,64.5,-1
487,46.4,54,85.5,68.3,64.5,0.8
489,46.5,54.1,85.5,68.3,64.6,0.6
491,46.7,54.2,85.6,68.3,64.6,989
492,46.8,54.3,85.9,68.3,64.7,970.6
494,46.9,54.4,86,68.3,64.7,987.7
496,47,54.5,86,68.3,64.7,977.7
497,47,54.6,86.1,68.3,64.8,968.1
499,47.1,54.7,86.1,68.4,64.9,982.4
501,47.3,54.8,86.1,68.3,64.9,982.2
503,47.4,54.8,86.4,68.3,64.9,978.4
504,47.5,55,86.4,68.4,64.9,973
506,47.6,55,86.5,68.5,65,2.4
508,47.8,55.2,86.6,68.6,65,1
510,47.9,55.3,86.7,68.8,65,-2.5
512,48,55.4,86.8,68.9,65.1,0.8
513,48.2,55.5,86.9,68.9,65.1,-12.7
515,48.3,55.6,87,69,65.2,-5.1
517,48.4,55.7,87.1,69,65.3,-0.1
519,48.5,55.8,87,69,65.3,-1
521,48.6,55.9,86.9,69.1,65.3,-6.3
523,48.8,56,87,69.1,65.4,977.2
524,48.9,56.1,87.1,69.2,65.4,973.3
526,49,56.2,87.2,69.2,65.5,987.6
528,49.1,56.3,87.4,69.2,65.5,984.3
529,49.2,56.4,87.6,69.2,65.5,980.2
531,49.3,56.5,87.7,69.3,65.6,989.1
533,49.4,56.6,87.6,69.3,65.6,968.1
535,49.5,56.7,87.7,69.4,65.6,979.6
536,49.6,56.8,87.5,69.5,65.7,988.5
538,49.8,56.9,87.4,69.6,65.7,4.7
540,49.9,57,87.1,69.7,65.7,-2.7
542,50,57.1,86.6,69.9,65.7,-9.9
544,50.1,57.2,86.6,69.9,65.8,-0.7
545,50.2,57.3,86.7,70,65.8,-8
547,50.3,57.4,86.6,70.1,65.8,-0.9
549,50.4,57.5,86.6,70.1,65.8,-2.4
551,50.6,57.6,86.6,70.2,65.9,-0.5
553,50.7,57.7,86.5,70.2,65.9,0.8
555,50.8,57.8,86.4,70.2,65.9,963.4
556,51,57.9,86.3,70.2,66,957.4
558,51.1,58,86.4,70.2,66,975.7
560,51.2,58.1,86.5,70.2,66.1,961.2
562,51.3,58.2,86.7,70.3,66.1,982.6
563,51.4,58.3,87,70.3,66.1,985.2
565,51.5,58.3,87,70.4,66.1,989.2
567,51.6,58.4,86.8,70.4,66.1,987.1
568,51.7,58.5,86.6,70.5,66.2,966.7
570,51.7,58.6,86.5,70.5,66.2,0.1
572,51.9,58.7,86.4,70.5,66.2,-0.4
574,52,58.8,86.4,70.6,66.2,-1
576,52.1,58.9,86.2,70.6,66.2,-2.3
578,52.2,59,86.2,70.6,66.2,-0.2
579,52.3,59.1,86.3,70.6,66.3,-2
581,52.4,59.2,86.4,70.6,66.3,-0.9
583,52.6,59.3,86.6,70.5,66.3,-2.4
585,52.7,59.4,86.7,70.5,66.4,-0.2
587,52.8,59.4,86.5,70.5,66.4,964.8
589,52.9,59.5,86.5,70.5,66.4,983.5
590,53,59.6,86.7,70.4,66.5,992.1
592,53.2,59.7,86.9,70.2,66.5,995.3
594,53.3,59.8,87.2,70.3,66.5,992.3
595,53.3,59.9,87.1,70.3,66.4,989.5
597,53.5,60,87.1,70.3,66.3,984.6
599,53.6,60,87.3,70.2,66.2,975.9
